OG_ID	Dm-L1	Dm-L2	Dm-L3	Dm-WL	Dm-PP1	Dm-PP2	Dm-PP3	Dm-P1	Dm-P2	Dm-P3	Ha-L1	Ha-L2	Ha-L3	Ha-L4	Ha-PP1	Ha-PP2	Ha-PP3	Ha-PP4	Ha-PP5	Ha-P1	Ha-P2	Ha-P3	Ha-P4	Px-L1	Px-L2	Px-L3	Px-L4	Px-PP1	Px-PP2	Px-PP3	Px-PP4	Px-P1	Px-P2	Px-P3	Lm-N1	Lm-N2	Lm-N3	Lm-N4	Lm-N5d1	Lm-N5d3	Lm-N5d5
OG0003647	9.513487751	9.422179489	9.331489907	8.545182778	8.531783504	8.908681728	8.810888691	8.90875329	8.473047909	8.370115697	9.504314841	9.823902476	9.852566146	9.543800823	9.125510572	9.028668751	9.73552989	9.289889575	9.931487535	9.240975675	9.288577532	9.636879401	9.98395685	7.781677981	8.318411504	8.638827152	8.048065258	6.97834768	7.051155263	6.970720544	7.207511835	7.316184782	7.210139451	7.1562953	9.081669979	9.119019271	9.079740438	9.161723203	9.502461618	9.534418255	9.581939185
OG0003648	10.25951113	9.868648904	9.727148236	9.793149375	8.839500954	8.553982959	8.523190956	9.517657148	9.381950204	9.244160552	10.46224648	9.121168651	11.0879884	11.05056599	10.37779531	10.14668222	10.1729639	10.19779392	10.17037981	9.309284924	8.036119286	8.372103365	10.01430696	9.463087264	10.49713592	11.28814592	10.66044803	9.191326498	9.013273007	9.326233548	9.531473523	7.521119701	7.759316238	8.032934053	8.955019089	10.27458311	10.08073484	9.064418398	8.798871895	8.723260759	8.788552742
OG0003649	10.46509719	10.7013385	10.68323488	9.36523294	9.597428741	9.403587414	9.438071884	9.646580748	10.63434794	10.26362152	11.21978346	11.23274346	11.44668341	11.48597497	11.89882121	11.77064305	11.4937304	11.73211355	11.23194243	11.18884582	11.32002152	11.02442878	11.09084777	9.953475998	9.178370962	9.467620727	10.72620202	10.27671856	10.5871579	10.21776339	9.922860822	9.979049141	9.351744819	9.422093051	10.76190623	10.89879306	10.80143865	10.55535454	11.06967019	10.90353437	10.80413346
OG0003650	10.24847427	9.514981766	9.399500986	8.596565254	8.599920573	8.481076352	8.301339251	8.662685944	8.813214715	8.605367326	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	9.45382504	10.33596031	10.68694593	9.356974046	8.837591369	8.741415445	8.822650054	8.421686064	8.885712831	8.611001263	8.273408612	8.947925519	9.362063423	9.341072319	9.333495618	9.059850845	9.010788697	9.002833573
OG0003652	10.67427445	10.46242907	10.67830757	10.19301412	10.20698288	10.2066714	10.57184266	10.94644583	10.63847248	10.27955434	12.21184881	12.05767362	12.19749076	12.17461411	12.26427337	12.4905301	12.05911753	12.55858604	12.25388159	11.8880769	12.11610741	12.06333351	12.33571168	9.33346025	9.269408917	9.646702253	9.509436989	9.285742973	9.123099221	9.113898521	9.24876854	9.378024925	9.42227367	9.778335863	8.716542205	8.260509222	8.363874793	8.064611394	8.533237926	8.579165367	8.341512419
OG0003653	9.072369573	9.300452965	9.59984938	8.797176332	8.701280203	8.636637208	8.889611914	10.0658604	8.8445558	8.750882393	9.684090132	10.01380009	10.27397748	9.932389149	9.347555496	9.510673814	9.163116571	9.461151491	8.484346326	8.398764416	9.773770979	9.125121601	9.244290044	7.755252546	7.200259486	7.460123064	7.415893275	7.293028467	6.770387317	7.164149903	7.170014369	7.02680499	6.849847118	6.864107528	8.668117803	8.534203098	8.248675123	8.653607581	8.141305342	8.247134496	8.239174572
OG0003654	10.0539706	10.30751622	10.12730532	8.750182056	8.876337084	9.363122774	9.330887406	9.346929605	8.858459257	8.618295776	10.87819724	11.3682016	11.37822735	10.66850619	10.58053261	10.3537534	10.4326348	10.32236353	10.46755619	10.36510674	10.88094687	10.6802411	10.73195541	7.454997057	8.069184085	8.284198568	7.582508505	6.73946365	6.932405235	6.675278555	8.540351406	8.306468731	8.458075304	8.376843196	8.839535621	8.896933111	8.958228428	8.947840938	9.033317833	8.914363089	9.124047602
OG0003655	10.85065534	10.18944831	9.858000674	8.8965588	8.843432234	8.906708127	8.711878233	9.171641412	9.026573374	8.857137271	9.170391437	9.683530859	9.485382285	9.22045041	9.348812977	8.751160237	8.593306708	8.547457797	8.374966927	9.066087871	9.004148043	8.609881985	8.572006895	9.15157288	9.46399065	10.10732445	9.174927391	9.088465434	8.756837133	9.22139708	9.10756844	8.788749114	9.076029466	8.679516614	10.71768241	10.56751099	10.66547702	10.53841363	9.728154182	9.715216654	9.417786894
OG0003656	8.535680424	8.69984186	8.98295492	8.401348953	8.495701815	8.243340275	8.286961584	8.678809274	8.716289298	8.482498596	8.892639178	8.925658216	9.423182015	9.664319667	9.772932034	9.516136764	10.01277574	9.339278851	10.12091531	9.661525916	9.47566855	9.834464276	10.08823481	7.474449685	7.645990028	8.088994598	7.782184201	6.894305786	7.462251311	6.795872765	7.114364532	7.417524219	7.204266303	7.198244851	9.25391057	9.359452724	9.336343637	9.718911233	8.876193031	8.999326756	9.681443555
OG0003658	10.00961137	10.00816455	10.11534552	9.83254932	9.507928206	9.786439684	9.844672255	10.191577	10.04693013	9.71713317	10.28736451	10.22311265	10.43314208	10.40237392	11.02407943	10.85548494	10.48261531	10.68096542	10.35223177	10.43621469	10.82264588	10.87812723	10.30496011	9.67890076	8.904789939	9.43851529	9.981306696	10.95395863	11.25999281	10.46004083	10.23459141	9.563858878	9.316915459	9.128886258	9.452898318	9.379465354	9.667201906	9.337609158	9.684116838	9.588859186	9.439532506
OG0003659	9.49393333	8.631134284	9.411819868	11.09329754	9.681949806	9.106331547	8.51015333	9.1559003	13.39220847	12.94418733	6.817022246	6.31344339	7.721219867	9.211422457	11.1820241	10.99276645	11.57056072	10.18928608	9.814025482	10.04158705	7.365648356	7.222344553	7.649004401	6.261687751	6.717597286	7.708273498	8.10783799	12.59051644	12.73882196	12.15565255	11.76924646	6.097912346	6.271991664	6.190207747	9.036147651	8.790681925	8.726442551	9.599337118	8.831816146	8.773552006	9.022161507
OG0003660	8.321696648	9.486367337	9.074718238	8.180103525	8.010851092	8.965017569	11.26669015	9.171641412	7.438402169	8.772645738	9.861043035	9.416690798	8.298960462	9.208498964	10.7491335	15.35569388	15.43015653	14.63314847	12.10566311	7.14268492	10.90348906	10.44079954	10.75268161	8.334037577	11.10499415	11.82210993	6.329881252	8.658361741	8.776834254	13.11720686	14.30617933	8.50971387	12.97165271	10.94340619	10.07256334	7.439097899	10.52196662	7.001327576	6.980728092	6.729706383	6.791959275
OG0003661	8.961000668	8.71514251	8.518909946	9.713606042	10.01196399	10.04554552	9.999204305	9.585992092	9.164472006	9.769729519	10.01973958	10.14572577	10.16417265	10.3715168	10.12627811	9.892447516	9.773454611	10.27757488	9.84717003	10.59065346	11.02990397	9.9867489	9.574146917	5.86945457	5.905423413	5.668766582	5.757368993	6.522479393	6.128067524	6.295519965	5.95980075	6.441621604	6.28654068	6.339830607	9.887218609	9.698244508	9.764041603	10.0722915	10.01361389	10.06018488	10.21027626
OG0003662	8.617157249	8.66464763	8.864878001	9.175012345	8.752487923	8.716695452	8.622213687	8.726449203	9.066905738	9.1879111	10.76762765	10.82123425	11.14223844	10.67567304	9.989712511	10.52232704	10.04669255	10.62482303	9.447509533	9.242767721	10.40961286	9.373128552	9.500460628	9.735344122	9.725240653	10.02152838	10.01814904	8.785964646	9.220486754	9.287108608	9.172042365	8.729749404	8.651235115	8.512593229	9.251105366	9.232610089	9.350717602	9.266026532	9.643406624	9.578458308	9.557176768
OG0003663	10.9057209	11.51553633	11.23734345	10.05232645	10.23267687	10.22360976	9.994410495	10.37448973	10.61014999	10.41536766	11.76905655	11.73277953	12.17399993	11.90275434	12.54116712	11.9641389	12.03924735	11.60519252	11.8399587	11.67547851	11.68556306	11.81201559	11.68023087	10.33233754	9.917519235	10.00640052	10.88011386	10.29668279	10.33572433	9.760752821	9.777607299	9.584218506	9.341873287	9.43918196	11.5672557	11.70752894	11.68269184	11.42844446	11.78636515	11.94161595	11.73609264
OG0003664	7.800873848	7.890744634	8.062161164	9.048263364	8.984067087	8.464542985	8.370202551	8.614275296	8.769291077	8.528345359	7.791695716	8.087133285	7.944330933	8.056181706	7.997965292	7.816037283	8.09194231	8.19037133	8.319095358	8.925381585	8.192699834	7.542267164	7.918174094	7.414777911	7.273269729	7.478304254	7.471610262	6.854557523	7.211506339	6.972758439	8.444643613	7.399006855	7.763601086	7.714003095	7.66297907	7.555916858	7.80740695	8.162382598	8.130021254	8.162591575	8.044869046
OG0003665	8.398682477	8.590860181	8.54737858	8.529282786	8.66757343	8.664699066	8.581994747	8.351975168	8.523082668	8.517419852	10.23111139	10.43692926	10.33965869	9.753280711	9.942278046	9.883099694	9.526561377	9.722439715	9.509445282	9.786136916	10.02454814	9.74210407	9.567471049	9.224143808	9.211502173	8.984840749	9.435870763	8.92154232	9.202687848	8.693001088	8.992057816	9.07802191	8.781149922	8.866503863	8.733101233	8.91597714	8.669576263	8.788562347	9.314141881	9.162841265	9.229100958
OG0003666	9.415148321	9.510254991	9.639560774	9.233278191	9.070161624	9.179155525	9.501298659	9.46036827	9.478516353	9.048073308	10.91302296	10.5875664	10.63973105	10.97704363	11.42543699	11.38118674	11.33011223	11.32094676	11.69883677	11.43446964	11.14222167	11.40881276	11.7160097	9.416971311	9.325228018	9.42680322	10.38794069	10.10198443	10.17696317	9.610087604	9.591184682	9.145103961	9.00587932	9.140372166	10.34198027	10.39638586	10.68378332	10.04280356	10.46526374	10.42467206	10.55258984
OG0003667	9.698157639	9.716957149	9.683362037	9.620086644	9.645618495	9.565324541	9.739355724	9.720656959	9.782068835	9.871044287	11.29964094	11.2410842	11.37044365	11.68565842	11.55290271	11.99037448	11.87975159	12.00094752	11.78362471	11.06626175	11.11507596	10.72079911	11.01058525	9.963653097	9.240649084	9.596156878	10.03143166	10.35342376	10.56617887	10.5279938	10.17515681	10.08631029	10.36318863	10.2476659	10.37560227	10.32315664	10.30978574	10.04159469	10.28251504	10.33622202	10.19930648
OG0003668	10.17933975	9.697458052	9.510713891	8.933095988	8.897158841	8.81285079	8.70215774	9.148829825	8.923432405	8.81707616	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	3.819630778	9.199756116	9.814476281	10.00570675	9.039650216	8.152846698	7.873837315	7.863328754	8.101323928	8.176526858	8.039035515	7.478696604	8.362510839	8.521864346	8.631186031	8.576422871	8.857838925	9.060619476	8.611666159
OG0003669	8.933315984	9.018549816	8.956835599	8.409564421	8.423357357	8.679088282	8.992295202	8.987485992	8.447110956	8.343774154	10.71275009	11.23435644	11.57669014	10.50557648	9.244841749	10.31218567	9.344251986	9.724876923	9.046136626	9.152511771	10.75059563	9.52932299	10.43700155	8.342097981	9.134313937	9.331280207	8.925423899	7.863192678	7.918497046	7.647911026	7.887357543	8.148812809	8.446340727	8.50857502	9.231532424	8.948276125	9.077006746	8.958908929	9.033839072	9.216640444	9.49009302
OG0003670	11.75953883	11.73635808	11.38617442	12.41683163	12.84903879	12.77774247	12.45237857	11.68576141	12.10364409	12.44709213	12.75477378	12.58569532	12.51187925	12.48704295	13.32400795	12.75844626	13.23702204	12.71812544	13.08188761	13.40656928	12.86533204	13.08193665	12.7458242	10.6148453	9.812235405	9.931524205	10.05114175	11.94823856	12.26217582	12.27538919	11.10973787	12.61798453	12.26534286	11.18614371	13.34608759	13.38514853	13.2394168	13.36255796	12.99897369	13.10611864	12.99033338
OG0003671	9.139085141	9.433381409	9.441570336	9.229220691	9.374997855	9.185445595	9.16482322	9.254930398	9.546966873	9.58696684	9.697092849	9.816298848	9.96469886	9.59506818	10.22725325	9.754664352	9.741692292	9.712649478	9.454274229	9.687329004	9.985617752	10.12447758	9.593426757	9.353287457	9.560311699	9.553691455	10.14049434	9.041605618	8.924016114	8.791827168	8.386131695	9.145178823	8.998734548	9.045496554	8.693626831	8.960593914	8.671559262	8.582990913	8.814514069	9.179430898	8.863200971
OG0003672	10.54849016	10.26848612	10.23354981	9.476553988	9.65609844	9.791501977	10.05916231	10.59446054	9.968978052	9.840527647	11.43133346	11.33972292	11.31906336	11.3923395	11.18851888	11.7575984	11.73439989	11.91360788	11.49492383	11.11348576	11.12137666	11.31454789	11.73757197	7.858274948	7.430392499	7.560079223	7.702801495	7.894850341	7.848443009	7.880370517	7.585278605	8.140604585	8.401120112	8.494673772	10.05957859	9.957814201	9.932832503	9.669414253	9.810949605	9.685549365	9.409564
