,Dm-L1,Dm-L2,Dm-L3,Dm-WL,Dm-PP1,Dm-PP2,Dm-PP3,Dm-P1,Dm-P2,Dm-P3,Ha-L1,Ha-L2,Ha-L3,Ha-L4,Ha-PP1,Ha-PP2,Ha-PP3,Ha-PP4,Ha-PP5,Ha-P1,Ha-P2,Ha-P3,Ha-P4,Px-L1,Px-L2,Px-L3,Px-L4,Px-PP1,Px-PP2,Px-PP3,Px-PP4,Px-P1,Px-P2,Px-P3,Lm-N1,Lm-N2,Lm-N3,Lm-N4,Lm-N5d1,Lm-N5d3,Lm-N5d5
OG0003612,6.502690107,80.81172262,14.07609048,11.92491353,36.23774234,18.06804659,167.8283725,493.9051921,24.38713964,4.513836473,55.63083797,92.88278175,36.20932194,1.642863248,738.5276021,109.7419428,42.63826679,3.736280825,4.504894126,52.78672604,1387.998568,1698.372043,3.613448709,31.34047206,3.962991596,5.205596522,0.139623657,184.3956201,216.1666806,12.13623833,0.99029989,432.7432741,39.97653074,7.853426987,124.8747561,82.86354131,49.25562692,48.61938314,2.939333483,2.87614605,3.760525615
OG0003614,18.64421938,21.79961603,19.52601534,21.94101084,34.23678242,31.47891823,36.12685675,25.39076043,17.95525679,9.937274729,33.38608566,26.50620282,31.51007572,31.60917587,22.51400041,12.37342108,12.1929999,15.61494112,18.79790796,34.62713824,34.91315396,46.02079809,22.60209721,11.72261608,5.57299998,7.420502667,9.334003741,29.36886834,25.72469135,22.10477751,15.85698099,11.26933814,16.52789096,24.12770235,22.01594464,19.17772774,19.93113308,17.31436904,12.86935702,10.64994811,11.65425036
OG0003615,43.53604466,24.43152966,46.42524342,48.57697534,33.49694759,51.89061266,65.42193607,177.1790289,100.6057124,27.09556487,26.84191664,29.0026035,16.67719117,18.32490959,43.42526911,70.32972473,47.47204749,34.7139014,25.19555886,27.47734188,136.3794308,72.35180171,92.39139313,12.89151936,7.800488157,14.26168094,1.37094035,29.13118856,21.53982713,31.14399863,23.25908491,252.9653956,178.4601118,129.8572949,16.49933297,7.29282965,19.16118532,3.270288988,3.359139444,2.700641492,2.522019222
OG0003616,9.857308521,4.58962491,3.390978433,12.57433565,21.24563378,24.49537843,36.19417049,19.25893875,11.58377435,8.275398314,33.00973855,31.03167653,24.91143807,21.69989392,34.97882427,24.27141401,23.76915938,24.19614984,33.23733854,34.87275907,36.16018878,42.41881357,37.66607213,9.425609644,8.207052446,7.50462661,4.99830443,11.97350526,11.88315625,11.73565514,10.62807072,19.47937683,20.7775651,20.55222233,14.80169071,9.284457914,11.49231904,11.44895372,12.45718703,11.27801453,11.10621762
OG0003617,3.375352413,1.163946478,0.520946777,0.577015765,0.830887554,1.919927836,2.420976951,5.726949974,4.13190845,1.434844652,12.48202009,7.121951794,3.959534706,1.674650896,5.093093897,4.489467358,4.714060137,3.701770671,4.196286721,6.029585638,4.646147306,7.788842565,5.424289939,1.464476842,0.762176918,0.897588699,0.176357146,1.175600425,1.47836759,1.811564971,1.573726813,2.35102405,2.740843188,2.297645685,3.717123998,2.484301722,3.238530657,2.62303303,0.565467026,0.610388962,0.825890977
OG0003619,2.263866798,8.128322455,5.234296192,0.930507316,1.727405596,5.758932924,4.930435761,118.2845856,43.80015303,11.34739887,1.840897629,2.044710263,0.406546654,0.892900789,23.74655917,93.54900297,94.39255477,34.14655227,28.49186759,9.065781315,145.5693635,92.73519563,73.05214819,3.916205689,12.54177222,29.93028464,0.602044691,27.2285966,22.31557495,60.73288363,57.57419244,95.17915923,265.6802506,221.1741924,23.54798268,10.23689759,15.68082098,3.121856868,0.710669616,0.931769297,0.971890432
OG0003620,14.53161534,87.90881196,104.8208027,18.81886684,50.82000047,345.6941977,53.50223424,162.235732,144.7933064,50.95548003,31.22213256,54.05753922,71.14324082,65.72030562,179.1061973,443.9995937,491.4740443,381.7768632,424.6667292,569.7335227,264.2060581,213.4373528,369.5336304,11.91783157,17.18826414,37.21789362,4.117987707,132.2318408,64.2400055,337.0660958,348.9507618,129.9657141,336.0887012,113.892135,32.28036287,11.12630119,43.60574918,18.45118351,10.93386596,7.234617492,6.9853329
OG0003621,16.34605751,15.70563371,12.99444773,29.29502062,54.72054531,59.34654773,59.10162398,32.33158511,15.99319832,13.93693306,42.59766178,30.79913883,27.15750359,32.85136624,56.74042302,30.80255187,43.51075154,25.84605718,38.2784184,64.85625295,44.57902698,64.50321778,44.53132844,6.102393949,2.428653512,2.875141559,2.07110365,11.6789377,7.855022922,7.851567153,6.199648199,13.16760699,8.959148044,9.582216275,16.61923291,16.56511377,15.76838105,19.2029053,24.07383811,21.03545088,22.85654535
OG0003622,33.62295757,15.56655433,10.98738381,7.62934697,8.592007994,12.4506266,12.72245755,10.64743163,5.877894338,6.621093706,14.34631643,15.20695176,11.55670229,9.01923433,12.699839,5.541895946,7.841473914,4.343893918,10.13067344,9.561482564,14.40078055,17.20996195,9.841405726,4.109035623,5.4630019,7.632404097,2.098328766,3.090834534,2.714483273,3.09221988,2.488171398,4.474556399,3.355542816,4.061566,2.860812488,3.069406794,3.560915685,3.137251621,5.29622519,6.025027146,5.7621432
OG0003623,20.17668052,22.07270788,16.22725088,7.70599878,9.501934169,11.8646625,15.81133597,27.75399016,30.50457521,19.38898248,52.75101569,50.91251319,68.40753958,56.3469709,34.09215299,28.90360874,20.56930374,27.74621177,19.67393091,31.31559474,50.24093841,38.00824509,32.59850027,8.096915405,7.80357145,8.922247443,7.660669162,6.904389661,6.843188794,7.267624526,10.29729279,11.38945275,12.29721988,13.53996217,22.19624388,16.56691159,17.88198865,14.25235226,12.78779883,13.46880806,11.36477894
OG0003624,864.8919974,703.2909801,915.4398207,100.2158526,82.65440957,121.6309388,110.7523196,85.62098069,75.71917625,242.9478415,512.3152969,278.350754,346.0722862,232.1104174,137.5131445,76.9288213,94.04395047,48.64817572,71.48583505,162.9371522,83.04910439,91.81863663,66.46465572,71.80009175,30.45700767,22.69187806,115.8190974,42.5049893,45.52721218,42.70020209,31.69207348,30.72568104,21.10657811,39.79285056,116.704447,118.7577533,82.91405334,111.597947,198.3437075,194.5645728,249.1942889
OG0003625,20.42542086,22.38671881,22.77878772,48.90539266,66.74188812,43.42098263,49.88041928,56.33499701,36.51176783,22.61107221,55.66450589,41.55044735,43.91665731,49.08725517,103.0257543,74.97266126,64.41295645,44.85780205,54.93865786,68.63949634,127.3801329,138.9922131,60.4078136,3.330330656,1.085402063,1.225190003,3.482933513,11.33931202,10.65489908,9.772775044,8.1212783,15.76736768,9.283011274,6.373386791,30.15625185,28.14539555,25.48029033,32.9591597,40.17149479,38.12503672,35.70139149
OG0003626,40.85337572,34.36175056,59.93170354,7.016178237,2.302987416,35.90580057,29.54096586,13.9170996,6.719563311,21.13170564,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39952267,14.6325664,13.48948789,41.734634,19.51478661,19.26269951,22.92475416,23.40483424,13.43853328,11.73944342,10.6259545,18.08558328,21.78196565,16.20454169,32.43615211,16.75754259,18.63142818,28.30746294
OG0003627,16.32145513,24.55839554,20.00724265,22.3333159,29.21111983,17.26152427,28.65737008,22.04710401,9.498697849,14.02268139,32.83436761,34.637959,41.03621789,29.1962526,45.11296095,25.56985462,21.93128874,17.90520458,19.24981488,29.37024347,32.95806559,35.84821462,22.58463498,5.999659495,3.22472674,2.677982731,3.179278082,8.306524495,8.497305626,6.912993245,6.537892893,10.02989872,7.357498727,6.185819488,38.20501113,42.30476839,32.38617577,44.338921,50.21641783,53.69823493,54.50164376
OG0003628,48.43953749,51.65595456,35.94430737,25.83649805,30.25275689,40.65753303,52.59877648,68.02729835,85.20242014,81.80028668,42.01908282,47.13403641,53.74747319,34.14198805,31.93026015,26.22610823,14.27098946,20.0430505,9.957406812,22.45103776,36.95152019,31.66107367,27.72708674,19.1104631,27.39800261,30.70056684,14.35591971,6.78603929,7.676625965,9.2392864,8.386880268,15.24801238,16.56301356,16.70658221,122.6725435,111.3495735,103.2103905,145.6512171,170.3227933,165.6358071,201.1365078
OG0003629,10.76994786,8.545952343,7.26518941,9.062735552,15.06042268,15.17181539,20.58589261,13.50227,6.905134961,7.271142469,22.85315442,31.65633805,29.71062714,22.95862232,22.46058377,13.78428313,18.20201769,15.09147303,23.34328167,31.71511163,25.67796693,32.31394665,20.31113618,2.936213335,1.412240196,1.569717703,1.069395144,3.339832317,3.780568972,2.949556735,2.271351017,4.859994783,2.771953862,5.460600819,8.38921429,7.059993428,6.251288718,6.370774183,14.46550344,11.98348672,12.2317685
OG0003630,4046.146303,3536.196469,2894.673293,2509.121846,2800.649,2848.106715,3302.220888,2551.284122,1804.894658,2017.526739,1172.331554,1292.602036,1129.177061,802.8647728,1002.65579,582.7276173,750.6448906,320.0765636,378.4102696,275.988264,668.3913409,467.9637399,282.9413652,2719.061599,3303.804434,3224.637173,2335.097353,2797.121822,2572.656479,2430.053962,2281.128358,1932.998032,1424.370512,1448.4841,1216.271326,1545.921385,1221.494653,1270.315674,1980.4948,2249.248906,2090.665776
OG0003631,13.24993162,13.31817163,8.690696771,20.62412752,24.72183251,33.13662139,34.85177922,26.17410784,11.08646508,9.433540439,24.09759872,25.45035711,27.95954794,16.30146904,31.46902094,18.46316127,10.29201535,12.15040931,8.998673046,25.04295614,31.90131912,31.60403612,12.51129619,17.4980324,12.83164738,13.71712361,10.52296537,20.66336567,18.4063978,16.91181613,19.36053099,34.16927078,26.33404443,21.27702373,22.90848117,22.0132224,19.23989787,25.77738045,32.61062184,32.35803996,35.28663074
OG0003633,7.815653343,44.08889028,8.09742998,16.15997118,37.00766188,26.55757203,55.65890795,103.5775557,10.01986051,5.059491104,35.4167995,36.93638522,39.15212975,31.14057613,59.8957985,35.7714706,26.41231425,19.96054995,19.63735012,39.7941368,71.14235888,63.31403038,23.57379261,2.855248813,0.639169601,0.440325125,0.336405745,9.59485918,8.599213019,3.182477361,1.576816934,11.63524237,4.16125313,2.340040094,10.98980193,10.65096173,6.276582083,10.41602019,7.450399562,7.164979393,7.779389007
OG0003634,26.39586107,16.82920213,21.135389,23.52977454,18.15141146,20.40711331,31.80585767,21.95718065,18.83068476,19.15241381,15.26340333,12.40848652,11.87183126,12.9899697,28.08501797,16.89848121,19.35725195,11.74678612,21.9290416,25.29176704,24.10953358,38.4912903,22.01767502,3.706856875,3.033957456,2.493497206,1.972918775,6.071376821,2.718844639,3.198746354,3.596906867,5.254738296,2.77781748,6.140777358,18.58463783,16.97023056,17.93128416,16.26340047,30.11863868,27.90574005,29.14752522
OG0003635,16.0657273,9.317371134,6.769736744,14.57285851,19.47132399,22.81026326,35.65680048,27.47568549,17.98004866,11.6660106,23.76907747,23.01018792,18.66840969,19.53863166,22.43984253,12.99363055,21.20555874,22.94855639,16.02344845,26.36396329,26.40186673,34.8852086,17.87367718,8.806638807,4.08343415,4.717586188,4.316358647,17.39975441,17.75040302,12.11311211,8.23932947,18.46047964,11.09198156,10.89217798,27.70373378,26.61141818,27.09438936,27.62925904,41.45654188,34.74202293,42.5216088
OG0003637,158.7662697,326.9959853,331.1518538,155.3880364,195.3704633,66.33513884,123.8980241,163.9436204,60.19631352,48.22553043,748.0358214,629.6133206,700.0397927,737.5863227,1002.340921,1012.581092,843.0691856,405.4487601,499.8077988,289.5205691,566.2282134,523.787864,241.9180197,374.8357004,186.3454604,151.7948701,367.4676163,732.1619987,638.7905637,641.1196337,411.9422725,380.5546636,191.3933606,196.517578,401.6610613,472.5384675,401.1707333,385.9026771,414.4540642,424.4075475,479.610507
OG0003638,46.91213099,25.54647015,16.66855776,18.88365069,16.558236,23.80418654,21.00857205,17.43282453,10.19384889,17.2330182,14.85809981,17.07126532,14.77824052,10.67453628,18.45363699,11.2660343,12.82918045,8.091248558,10.93099071,12.18054695,15.5266974,15.07604453,8.75645618,12.23171819,12.37451115,13.43134648,6.775125209,9.028304132,9.019413254,7.958105419,7.681583824,10.43941889,8.886919525,12.27249344,46.27960179,48.68457982,40.35155273,48.73964506,79.22856873,73.82880212,79.68700939
OG0003639,9.278975679,2.972394557,1.553871592,2.735366399,4.95057571,6.392501282,9.09347272,11.42282222,8.601138557,10.3699179,21.02387165,19.25662181,17.9192658,15.70759509,19.45998015,19.58609024,12.12526008,15.11989302,9.446980406,19.67473299,21.49122789,22.06930256,13.58092098,2.87649875,2.303998229,2.443744907,1.31857816,4.036838447,4.163304269,4.027956055,3.167492216,4.384321823,5.356266803,4.711209244,8.382382176,6.595166503,7.109469465,7.100938378,9.267259697,8.340246922,8.181072023
OG0003640,9.393218605,4.041645558,1.102418682,3.211589228,5.5266097,13.25024816,23.66671799,18.81082347,13.17251505,12.70060955,58.09896489,94.95672979,52.66904353,99.73695989,33.78574957,20.6438423,17.46179813,29.18498676,21.77796491,22.50750393,2.556391841,3.307113157,23.43382498,9.954376116,4.393354136,2.521242242,2.608734027,11.07008793,8.878489593,9.236082183,11.98502894,11.27570266,8.944662895,6.535019491,33.31467512,32.91336724,37.28223825,27.33471468,41.25914468,41.4945091,34.04956323
OG0003642,53.33637423,39.45158686,30.45544074,49.87544363,55.67032293,84.15012951,135.6226114,120.3391651,59.0526983,66.57327659,102.6091175,96.28821701,75.20425334,122.5968393,89.86843939,133.6554282,70.41058171,121.9139821,56.17992657,100.4153673,198.046633,150.545068,79.76390388,6.611392061,6.047707005,5.257068659,3.165565568,4.66229839,5.280975182,3.735501658,3.575133984,7.571277425,5.441625583,5.2211186,13.8896544,13.61863417,14.91941952,15.24935474,15.94835648,13.96867491,15.21450029
OG0003645,17.52829934,8.339626455,11.01922042,8.33459564,3.97293676,3.665525306,2.053436694,3.668186924,9.334971133,6.64392838,81.39665514,54.16640925,34.76466029,65.84857824,40.95161105,48.11802839,44.85377538,40.84555499,43.2596535,44.09165135,30.7624514,30.62865111,70.38297745,14.42475322,8.013137398,7.198802107,6.129896946,10.66375464,9.472639938,27.98166963,29.84775503,11.70585917,14.79695935,22.75700813,27.58570026,21.47193165,21.47669239,21.40324855,23.25974593,13.11717651,13.30493919
OG0003646,2.924945285,37.25965489,12.31054239,2.686739781,12.62782274,7.462318734,11.41459476,115.9298384,61.66280817,8.01265739,1.755977669,1.969607047,0.568210678,4.45061223,1.901888367,148.3838491,97.30565288,113.1959526,151.2093919,2.84799135,88.93798847,2.575683566,113.598534,0.613664697,4.274960674,10.52583488,0.382737804,0.325818598,0.192072954,50.88885474,26.17264129,47.413976,29.28117296,13.52969657,7.175575593,0.898607789,5.495691521,0.256554177,0.02143175,0,0.021139339
OG0003647,30.34354519,24.35897868,18.28155003,8.643517325,10.74155658,14.61491448,17.96724223,26.08820333,14.57664628,15.76613734,26.09716692,28.37778542,26.82989982,19.18836792,23.98502834,13.19868535,19.46681038,12.55514709,23.82086465,20.57291175,23.16613871,31.91369951,26.53352211,4.025864537,4.627675366,5.782480263,2.176833128,2.307838615,2.547345489,2.080550102,2.48023711,3.941579828,3.359966451,4.25085145,15.38337578,14.29860807,13.82776357,16.11446862,26.73361643,25.7631688,26.67053941
OG0003648,139.3438072,89.35105451,66.26826858,62.17308084,80.79646613,151.0732249,65.37299202,36.97207729,22.70861127,68.07959933,106.7727944,56.62375303,142.301823,157.6732804,107.027444,74.53804748,63.6164846,45.5000385,60.95156976,49.64975888,26.43950709,33.59567715,70.21565978,40.89719637,63.77659468,109.4524189,45.53547831,43.46234285,40.73753,48.00923426,47.20473638,17.77912432,16.26283603,14.39411066,55.16033228,125.2570171,122.7714698,57.22768959,55.21102707,51.55532304,50.19830962
OG0003649,42.96001491,47.5022654,39.29031254,52.98841682,55.76355041,24.89696002,37.5798904,26.86625136,18.74630187,20.51706543,57.53532214,49.54756435,54.78220178,52.83380264,85.92874895,61.23792447,52.72100741,46.12206942,41.92323714,52.34738535,68.46880261,58.6112849,42.40764579,19.99990441,10.30461407,9.751054443,17.01458833,33.55027938,37.42321421,27.16168716,20.28984776,27.75306304,17.37957516,17.12393348,42.54102298,39.42978319,39.97995245,35.15707431,62.23190621,52.11723853,48.77926989
OG0003650,56.78703947,24.72804009,18.03086879,13.94446301,14.62899029,14.59799507,17.98611679,13.05013525,6.416946578,10.13652975,0,0,0,0,0,0,0,0,0,0,0,0,0,12.57833543,17.31696561,23.43749789,5.974424183,10.41106161,9.387355399,9.110571136,6.098345146,12.91415545,9.036062286,10.41210625,10.4465716,12.39676273,12.33048952,12.18579504,12.56582621,12.072107,11.54103375
OG0003652,69.90271899,53.52209448,54.23521708,76.16151737,74.19789393,79.23623691,93.64886133,81.21752232,71.5565247,89.57709851,154.4294256,128.5400213,128.6163798,113.7337882,166.6782806,140.9498059,108.2633763,115.1244727,112.678448,126.7244075,164.9873909,169.5989102,143.9407896,15.94547877,12.06366321,13.11075066,8.415035467,19.2941914,16.8704791,16.5386475,15.54753524,23.62058004,22.47151158,27.43455919,10.67802665,6.916160396,8.548042106,5.912980831,11.87273183,10.86022078,9.462370567
OG0003653,51.83851148,58.54961558,70.37202195,42.9438239,51.37871042,58.81206237,62.28858967,49.53543323,45.35489194,147.140544,60.1094701,67.47946246,73.08731875,57.95045035,46.5121973,37.72023478,30.12234284,25.45750065,16.70846713,21.95907729,64.07686564,48.55971487,34.53432238,16.475207,8.856283368,9.695997217,6.579066853,13.81223736,8.266350214,11.676092,11.70134501,12.65354258,10.51095723,7.641165699,40.95906444,35.56301593,25.49184699,39.15209979,31.35265929,31.3588748,31.13607877
OG0003654,35.11792942,38.63843742,27.68957795,10.71848318,11.30679923,12.66209983,20.48798191,30.5855786,18.6110215,18.08285998,38.91891917,54.43573721,47.94178911,28.11134946,35.89562738,19.33244756,20.58452819,16.55491625,20.52699831,27.45940115,44.34976984,45.17305905,28.41931473,2.634082645,3.539273989,4.183534074,1.34390585,3.625874622,3.774150277,2.916767657,7.200969742,8.431983434,8.640790883,6.816152285,6.914329377,7.137066247,7.249860118,7.73877672,9.970775769,9.494207751,10.94715364
OG0003655,103.7234932,54.11429546,34.34972866,19.63420305,22.57680853,25.15868683,29.41230736,27.15164477,14.00841756,22.03199081,16.75959015,21.85267238,17.55079038,12.40677119,20.20318996,10.82300813,9.007829456,6.194740216,8.142842432,15.70415392,16.06596962,15.17790025,9.437103998,10.36932126,11.34284981,13.97485557,4.654149482,13.01021369,11.04122515,12.6081129,10.28113974,13.33109888,12.39589981,15.11300264,36.72157289,35.0447356,33.94055896,36.59381024,24.49163325,22.36582512,18.23556071
OG0003656,12.7041445,14.09944859,17.59221513,18.08254125,15.96227955,18.40478455,26.16981526,14.45175122,8.87977094,15.18947857,19.64191391,20.89249097,25.60997437,28.41714178,44.77623687,23.92154597,36.64580243,15.74319777,39.84944961,39.84809052,36.99819865,53.27920381,35.92798783,4.844887694,3.920750344,5.304323698,2.9074103,4.071711478,5.891248875,2.905957979,3.677443629,7.133912979,7.966428638,6.413883333,22.13693581,21.04927533,22.40280537,30.3653119,22.16326218,20.85630365,33.89186859
OG0003658,41.74695042,37.56225743,34.61715884,45.90577964,48.00779042,60.01203857,53.58871848,58.99146821,39.3104401,50.47948447,50.17292032,46.41678086,48.85354701,43.95278667,88.78202953,59.31634881,48.88635517,39.48705023,39.8228048,58.25127483,87.78144686,91.25056266,41.66805357,35.6317821,17.9132431,21.32353752,19.31749288,115.9586654,136.1155904,71.17142841,52.34086974,54.25117496,37.02376129,32.57701006,38.53246288,34.51645281,43.56492071,34.37982509,57.47380141,52.46501547,46.16635366
OG0003659,7.042121503,2.24155866,4.917300768,166.7336222,173.8202234,48.62312765,16.60273851,7.816384584,2.016458007,4.808463469,6.64805588,3.176708999,10.10425636,26.96876664,153.6342273,98.36303476,135.680457,49.16045251,71.75444995,63.06141643,10.26498495,15.40078104,8.472130857,1.091276178,1.591161665,3.717798128,3.284024143,227.5246606,204.8161112,160.8969395,103.971028,1.689291657,1.540418441,0.915828175,16.99002376,13.18723993,13.26419832,25.89364292,18.26266132,15.73149841,18.72604424
OG0003660,6.860205776,28.26376097,15.59003734,0.41258854,21.5562246,8.443264048,6.885704054,30.44024813,162.1911537,22.30032422,36.10150701,20.38384911,8.460949218,15.83992107,49.2799231,1190.419682,1157.656598,399.1322232,326.4656794,4.146075091,304.2078423,65.9623153,39.50924611,10.36563842,32.43631932,82.25551383,0.671521451,20.01725732,26.31780959,299.2805521,500.6474652,172.8082098,220.3981973,48.00377249,50.10333821,11.77734765,30.37965056,1.433318117,0.830700437,0.493980583,0.597183712
OG0003661,5.585430481,3.665343035,2.215810036,7.507361928,19.32654292,18.54500009,28.37581334,29.44141358,17.91338799,10.69475512,25.24683704,26.75087723,24.0679977,28.45229893,28.14668394,17.13731957,16.48801288,16.2036253,15.23897593,40.57935979,60.7888006,39.38282989,34.84900305,1.318804655,0.818673558,0.61809056,0.611986194,6.368650096,2.907421129,2.436260719,1.597022782,4.005043853,3.097785651,5.873014478,21.28369544,17.47503869,18.32403556,24.06955975,29.83116139,29.19391014,31.78473781
OG0003662,29.23360715,28.20473193,30.97734177,58.16076606,93.56129529,96.62772603,68.55920883,58.25482073,32.40093926,34.1320618,471.5665363,462.4372427,539.9846605,402.8458457,312.8050606,300.862714,223.6292991,270.5266922,140.0389856,165.0488757,422.0425987,213.9038926,161.0196744,111.5652872,84.44349952,99.58078673,78.62917077,89.55413168,100.236451,98.79933788,87.14330973,85.9686169,75.93134091,70.83244569,96.83493889,95.29268146,108.5277883,96.8596301,168.7473897,156.6497517,150.8132682
OG0003663,111.7938673,157.5849682,110.4409014,94.16374671,111.3792026,89.9492596,124.7020587,105.9937273,56.57030234,70.65175863,131.0049399,120.4807022,148.718952,101.492089,241.3099136,114.287383,124.0987192,68.48310712,100.6652331,125.1379883,143.683556,166.4383385,107.6053296,32.43753233,18.22147005,18.45875991,22.15617744,41.64864419,42.47022032,25.71917997,23.09870266,30.05350043,22.12240615,25.20076226,89.65806907,93.64982985,92.29029469,83.53841639,130.4633446,136.6106905,118.6416323
OG0003664,1.295564068,1.417923859,1.880056123,9.068098415,8.829147253,19.20958804,20.64539538,9.076586285,5.322192949,6.739633797,4.75510648,5.568998708,4.390196973,4.449545652,6.562480492,3.406849713,4.872473386,3.770312915,5.060274133,11.39336231,7.45979761,6.59992466,4.059913049,3.289567151,1.876747029,2.253835975,1.391898551,3.604462011,4.015520034,3.916413183,7.587941109,5.288686082,5.726812386,7.554521074,2.609291078,2.047511539,3.065064678,5.01009374,5.99767746,5.728982272,5.382643228
OG0003665,19.42791167,23.65194311,19.25611452,25.55748743,36.15242993,38.69783256,56.5792785,48.6723716,28.9214797,18.49183946,19.66258452,22.54238967,18.42233594,11.81991757,18.4535765,12.3476317,9.424544527,7.837956911,8.157706263,15.54223225,19.4923563,19.28777603,10.8532152,32.93723326,23.51940423,22.27106541,19.19231562,34.98390554,48.06436301,30.9237913,29.96480483,48.14532973,36.9908482,37.83886666,28.12298735,31.41458285,27.79343621,29.10185795,55.10486728,47.94222019,51.12752477
OG0003666,28.00779595,29.7773885,29.26112657,32.59504317,29.51247895,38.14240609,38.46045061,36.96667041,35.16340424,31.11652537,47.26782341,35.50839908,33.28898108,37.48180363,72.53841865,46.0794617,48.82591976,38.05315164,61.73759545,67.83876416,60.38116623,82.38240548,67.52493419,16.67359059,11.02746608,11.54892937,15.3014603,34.9550648,38.56164205,23.62739444,19.09372442,21.06933125,17.35078781,20.09009886,31.80624148,32.94196036,36.72556528,26.3374997,44.63092687,42.76813787,44.71746059
OG0003667,32.97811425,30.17330826,24.96390839,38.60212541,60.2952427,48.47186982,62.27288797,50.98143903,37.40487748,32.81058838,105.4124419,95.70485676,94.48760738,111.1462686,140.3512938,124.8048559,120.956098,102.4426768,102.1846163,93.20300204,106.3890188,89.67989785,72.30295693,29.43164582,14.97183168,15.23896009,15.44805957,50.10261369,52.55740858,50.60609182,37.99179359,53.23712555,49.51791868,47.23639246,56.99154691,53.37765519,52.94357534,44.62120734,68.83959759,67.65821955,62.96843942
OG0003668,76.82568447,43.60843825,30.86937286,22.79612363,28.15433527,35.42382728,38.80229776,30.8198247,17.45047339,26.71762252,0,0,0.070089021,0,0,0,0,0,0,0,0,0,0.124196094,15.98953259,18.53341394,23.42920451,7.93617878,9.6357235,8.47901449,7.317121591,7.801654122,10.66233768,8.099011545,12.27526485,9.88512273,11.1814382,13.01118325,12.6817344,18.94358659,22.06829143,16.0550283
OG0003669,35.72935116,35.30569977,27.11797008,20.0492202,22.89518802,26.41061618,31.63382995,43.21980427,41.23018973,40.24078313,221.0864411,310.4988035,357.3902571,172.4519368,81.49218979,115.8952669,64.33911477,68.33237384,50.8032204,79.40904467,237.7422267,130.364571,162.1519833,23.22569243,29.147845,34.97590458,17.22686718,19.91048305,22.47899545,16.46471261,17.72202991,33.25099839,37.71100525,33.03769933,52.4307062,45.61671035,43.14058542,45.43718295,59.71444806,71.24032794,82.44900732
OG0003670,146.8915211,127.1724232,83.25817069,200.8252992,364.8111885,396.1290997,642.1025023,527.7121282,262.0458705,138.2675016,138.765532,114.9177193,98.35791947,93.6976385,228.4101704,105.6632122,148.2885936,86.93458179,125.976964,218.1882176,167.9508389,252.448956,112.2917978,24.95757032,10.75988453,12.48765916,7.78093399,82.28528549,96.16766937,93.81307895,41.38774172,147.3751752,95.66753009,42.51853512,183.8934611,182.3867268,167.5270316,189.5033478,184.8654094,186.5243779,171.3735318
OG0003671,10.86923544,13.69933893,11.03794309,18.65706795,26.96777999,19.25615907,27.59101509,19.95210712,12.53694606,12.29988353,16.58005485,17.09658853,17.30284565,13.16906808,24.94779195,13.53607951,13.60903865,10.33707176,9.822445763,16.76716118,22.31287532,26.89171539,12.97290572,10.97424871,9.093467499,9.043182343,9.797268541,11.46950382,9.49961748,9.660586348,5.786124016,14.7750978,10.55402747,14.25150347,7.881250248,9.071650127,6.836856512,6.127792796,11.03596873,11.74646748,10.00580018
OG0003672,27.23348503,19.06036032,15.51490971,17.17573558,21.97879717,16.97477999,22.32192353,23.75422728,19.4443554,28.39296076,27.27071156,24.01457537,21.33486962,19.79031448,24.69798592,25.1050412,25.09947257,20.81056795,23.83028017,22.47597511,27.25920909,30.22678289,30.49400189,2.8987508,1.47219252,1.786437798,1.442121753,4.05528977,4.12194704,3.597360374,2.75099385,6.461083293,6.20289119,6.826958728,12.48066226,9.992558916,10.17534618,8.672839194,12.03798138,9.754138955,8.87799357
OG0003673,43.03782725,36.09808333,29.24973615,24.61336149,27.62571326,29.36565674,39.32338558,34.81613421,22.07153806,23.05572524,34.85891595,40.37498916,36.48485478,32.8641721,52.95457907,47.17331059,34.54999439,48.8277626,33.5206131,35.50673339,62.11644237,49.42665799,29.9206903,17.9914957,14.12785465,14.34587701,10.1270118,20.50443436,22.02321301,18.73566017,15.7317743,23.38240069,15.42083199,18.70472559,24.41558531,27.1292713,23.83983332,30.50976006,44.39096261,47.94958466,43.85263702
OG0003674,28.35714739,21.64528701,16.67269378,21.20726878,28.72667377,37.56777638,42.37555114,37.02598453,20.44159682,38.06760688,26.67942977,24.95971179,23.33199094,21.35515744,25.61301108,19.02938993,21.11421044,14.86840563,18.51381188,25.8147305,26.42478877,29.32471925,20.35172624,7.258090981,4.633016566,4.284774545,4.002659353,11.10306711,10.86885671,8.480722193,6.519732145,14.17639225,10.99322552,10.84683218,16.00697565,13.84236465,14.38128937,12.80170881,26.10738286,20.09704846,21.00040054
OG0003675,21.25661216,16.28083141,12.21900573,18.22646618,27.90033369,25.92220887,27.74505324,30.45976688,19.73385683,19.25125519,21.20043028,26.50004616,25.15923764,16.90315115,24.67928612,13.88147421,12.43414047,10.43122852,8.978938596,17.67496177,19.99354494,21.4428853,9.522668709,13.48645743,11.98407264,15.8564268,9.636158862,12.30377592,12.58123859,8.700002147,8.84646442,12.91345891,8.663166961,13.67057382,22.1651056,22.13059363,21.43185676,20.25886503,35.64455131,36.36130954,35.57696655
