,Dm-L1,Dm-L2,Dm-L3,Dm-WL,Dm-PP1,Dm-PP2,Dm-PP3,Dm-P1,Dm-P2,Dm-P3,Ha-L1,Ha-L2,Ha-L3,Ha-L4,Ha-PP1,Ha-PP2,Ha-PP3,Ha-PP4,Ha-PP5,Ha-P1,Ha-P2,Ha-P3,Ha-P4,Px-L1,Px-L2,Px-L3,Px-L4,Px-PP1,Px-PP2,Px-PP3,Px-PP4,Px-P1,Px-P2,Px-P3,Lm-N1,Lm-N2,Lm-N3,Lm-N4,Lm-N5d1,Lm-N5d3,Lm-N5d5
OG0004775,13.62371861,13.71977522,10.98321107,16.14974258,17.50296576,16.77924031,26.84595544,18.04702229,7.957801234,11.79305311,23.78529462,27.36157374,25.91536741,22.29703915,26.19190899,18.48599885,15.20484012,15.00501644,15.49475426,21.95943653,29.31219141,28.07500485,13.47729335,12.08934726,10.99347021,9.355854389,5.287478943,15.02986753,15.19770083,9.885699485,9.040760167,15.7289254,11.64436998,16.60710444,20.91036607,15.66349158,18.58344369,17.71148644,23.42607805,20.70102784,20.52213518
OG0004778,11.40761824,8.2975188,6.208246489,14.58701227,27.09278106,33.61344315,36.8389185,32.47704218,21.18470491,12.71305588,50.34006184,44.25253079,44.84235658,43.07321243,44.36699749,43.23941527,26.8352573,34.62277406,20.21846571,34.2288209,59.0036267,43.9389346,30.30080696,29.83484185,26.54679894,29.28120939,23.65148035,48.95158119,49.71600945,42.92069868,42.52219005,36.7326118,27.71355726,31.74858843,46.20753439,44.52316187,43.28935392,43.52150365,76.59848385,82.18990994,81.28000703
OG0004779,26.34499372,16.47011436,11.00317986,8.295185151,7.731823377,9.063627287,11.80634915,8.937616559,3.725172334,6.170448564,40.11091486,41.00553834,33.40105557,22.66731919,37.95981097,19.18815939,18.48084245,14.31564803,19.53672129,23.29843503,38.90092734,37.86613657,20.21880019,21.79269452,27.85849401,29.78775225,12.17950687,15.56153357,13.85458248,14.55471678,12.03321077,20.08318513,16.22107777,29.26112666,24.03009452,25.30960876,24.26119143,20.1167443,14.47568789,14.98672467,10.68793905
OG0004780,469.5867879,374.2437784,537.607671,120.3939555,101.87677,97.84669764,137.0006174,195.3249448,61.5913307,75.89573328,107.5535861,70.49097544,131.8636066,128.4803038,41.51604689,91.3658789,68.85356555,79.07591405,75.3064108,56.13666042,90.74320953,69.56449825,96.11355535,32.49202886,16.91365491,5.509012934,57.82701171,15.7283757,8.573272156,18.8292461,24.75811762,7.116141675,3.334890805,12.27559386,194.9422598,258.3081248,196.2310585,192.581583,140.7948287,152.0533272,308.8605497
OG0004781,13.88640487,19.35646387,9.414672543,14.47701211,22.34453825,31.06262064,42.67213158,77.41626033,26.0942602,12.87888884,29.87401281,22.61695023,15.34232434,18.10127663,37.71960739,27.24359002,37.67315854,18.2760192,23.77620123,31.69894191,57.12683869,54.35776501,30.97071499,5.590499221,2.151892905,2.378259418,0.992882244,9.210894286,9.185534835,8.663095182,4.991866145,22.3218711,20.07018752,11.47353322,11.65479483,7.932889329,8.342477382,8.931814981,9.918623777,7.42753026,8.434675781
OG0004782,6.118414615,5.970100354,5.682832655,10.85264412,22.4828053,20.57469303,31.02589781,24.85854365,15.572911,8.530645461,11.94125736,16.35932324,13.65465346,10.23257837,17.47306833,9.183349332,11.00600603,5.688927301,12.4139306,11.43597221,15.5427785,20.29771525,12.06498947,6.597922847,6.049189596,6.265025789,2.689083974,7.884265155,8.171983233,5.20100606,5.997280621,8.209004785,4.28801633,5.22026617,10.67324766,10.43403669,11.01899373,16.16569651,15.98955526,14.43569905,14.69632871
OG0004783,28.00850628,24.42903789,24.0217064,32.48600175,48.13075749,52.76514937,66.16551277,52.69740357,28.35562384,17.57379282,108.4805686,112.7814276,121.4722418,86.07792687,107.5434374,96.7113819,64.35681079,82.4307878,63.9048272,79.08195421,122.6409639,104.242656,81.03601951,41.52473644,33.11157525,42.93340952,27.67071447,57.78620441,60.20191434,57.64786628,52.32354135,51.0060359,38.05167157,35.91740209,60.79256562,73.49598907,72.45998514,57.3711619,118.9453216,131.9355335,114.649924
OG0004784,2.477406019,0.83066975,1.164893221,2.280022083,1.040418606,1.898969379,2.704163194,4.129136327,5.997639758,3.816827481,54.32530718,39.838114,69.42174423,73.99487241,36.44744517,6.488198562,37.59718023,5.14829447,42.44983654,16.99872965,6.819419951,40.34523676,50.5113715,8.810560986,6.307980149,6.177782727,9.559415748,48.59200593,47.31449043,34.46504773,23.05546641,24.79532582,17.60920469,17.01445737,14.61961363,14.04169103,11.84055537,9.539114228,26.77647786,27.25281843,24.67997838
OG0004785,257.8014723,171.040398,112.7280436,60.79581945,77.58606794,82.03902081,83.50969547,68.5303738,37.25273855,42.30438912,105.9927417,184.3306807,152.321085,64.41316199,126.5142936,51.64117967,52.16607743,31.46510031,39.08998815,54.9748415,97.35965663,89.25437585,38.57167852,84.44373228,105.7041417,104.5897121,45.45367249,43.71898647,45.95632976,34.28349741,30.24199639,37.648572,23.9601777,41.84010865,226.3901867,291.6897574,202.1628813,330.6918992,301.5115662,323.8143267,312.3331286
OG0004786,13.1755394,9.01095131,10.1624759,12.42252191,23.62191985,19.47459863,22.22541556,17.91851112,10.27587877,63.87015431,48.38679454,44.21653834,47.16171989,51.57873293,77.06875609,45.90653985,59.94228908,38.12675877,52.74715674,69.26065441,71.17296427,88.03800738,56.189212,7.878994172,4.803102117,5.025438413,3.711785058,11.2705056,11.3987,10.20972257,11.42503612,15.36411956,13.36499814,14.9232236,27.4684391,22.06862286,22.53398244,31.04302223,30.4745869,26.99005365,29.04664025
OG0004787,2.633312607,17.90305753,2.77966179,1.079676066,3.133032546,9.438044902,56.10520695,82.5214676,6.877660646,2.330651578,23.84505461,36.46644322,25.04363526,2.985252463,421.9297569,49.87506056,14.26725527,9.406385903,11.34709004,27.01201471,252.7489995,316.7482266,30.9264183,10.81250564,4.105156955,7.12544307,0.147212315,32.15433642,30.12966089,23.59881998,4.673214736,34.65771083,15.09268172,5.744078839,2.301031273,1.962994422,1.084334904,2.163636787,0.293245508,0.182284936,0.234291728
OG0004788,75.85869074,75.2310721,60.61937736,74.70567137,108.753149,83.26106372,89.93800663,82.80228031,48.83329964,32.65877738,69.01244647,67.33997671,72.27578374,54.03606839,83.4007558,54.85819875,50.05254356,34.11347264,44.70417487,73.86470515,63.20427117,71.2155575,44.65942417,52.96477759,30.69312704,31.56978346,30.83495709,77.84411628,75.78861898,74.32250736,46.60651012,103.915023,58.43250334,55.72374534,60.2487859,62.73234531,54.21697868,50.76455091,114.4965391,126.3035286,112.6947591
OG0004789,11.18039039,7.677660747,5.507482814,5.292153861,7.83713346,6.671812782,7.960937336,10.99693796,6.801510477,5.845589472,105.2701783,102.2666739,104.9667935,69.77635632,65.52977812,67.42205612,48.48739978,45.37779016,51.92401093,61.23690177,77.86736874,82.29996352,71.45777329,36.03418889,21.35811431,21.80524872,10.15548413,53.72100082,49.41893324,37.34932393,26.30703563,45.1907588,32.67478179,61.30723646,58.29291363,54.38068864,56.24919682,56.94666072,98.11671407,97.41951746,94.96918485
OG0004790,22.45797988,36.80714819,54.30295651,92.9591188,271.3488645,74.26615859,118.2669033,91.14282942,35.9737385,28.5604073,50.7008496,31.35754912,43.58161544,65.64829832,69.12832915,38.60316551,33.77948922,56.73149824,82.6850591,311.6306898,79.43060282,122.9939342,81.31545734,20.83818915,10.25259433,8.458206089,23.03378683,84.38273459,91.29191709,118.9807331,96.50874132,54.96542621,45.74059599,64.63208512,19.10661964,18.9301665,21.78506001,26.18479965,34.14966654,31.66163231,30.94515103
OG0004791,13.63609734,13.195366,9.895917353,8.327541508,12.0517233,9.475479665,14.52391495,14.18706501,10.8241684,9.738341988,17.23261519,25.57239722,22.12264431,15.62169742,28.38909626,15.49657241,13.74501014,15.23967978,13.06615828,23.7060662,20.64776156,22.87938665,11.49399264,31.40536192,24.55197457,26.07263916,20.5415366,38.58814884,43.10662135,52.41941758,27.59784493,48.26708677,34.48904916,44.23355359,45.50447502,44.88748931,44.57188671,57.99650468,62.31431795,64.78146549,63.97849118
OG0004792,14.74979672,14.64128161,13.18234995,16.2835522,27.09253433,17.54692727,19.77456506,19.9436225,13.59613577,28.50616347,15.31997637,13.55503027,13.03060953,11.51554846,17.71518084,14.2959454,14.10921093,9.099565073,12.08213145,17.00883986,20.54751838,24.17376941,14.05349016,2.522072573,1.242146225,1.299888113,1.020225919,6.667812711,7.938098687,4.625329528,3.023618921,9.521412175,6.394066566,5.036975136,18.47739451,17.47347269,20.76623093,16.03613797,28.02886569,22.82394983,27.43336873
OG0004793,21.32348992,16.22526524,12.39501101,10.41224126,14.95543698,16.07811948,18.77130145,11.3861004,5.030445424,4.843615172,15.2529028,17.55485594,16.1642904,11.69781758,21.25848317,10.41914901,10.89057949,8.162334051,12.08826181,14.42359235,17.29452861,19.01426314,10.81370434,8.866171255,6.793607322,7.031578807,3.094443582,22.01678213,18.25275471,11.63696005,11.83309177,9.813986818,7.597345547,9.409957871,49.36874155,52.04546316,45.40876096,57.2052144,77.70774204,72.53329351,69.9142351
OG0004794,14.24479778,11.98278481,11.09794436,15.26342713,65.93286171,28.45736419,44.51137391,94.12123047,28.2575164,20.33405972,18.44273245,16.48423495,21.11545179,15.65801663,22.67750055,15.01071617,13.3036012,8.857256381,14.22096709,18.51862512,22.30834152,24.5440837,15.64812425,10.65382506,8.467512546,8.914752096,6.500011637,16.5453858,16.63324067,13.0834752,13.62402865,30.06706668,30.04497101,23.18049911,26.54323812,23.17645284,42.528438,21.63230901,41.94660622,38.9319036,35.00824055
OG0004795,7.888009109,8.757335972,9.661040305,15.25300512,31.44048483,32.84539578,31.78247131,27.39755954,10.53627684,6.767286757,19.70658925,18.48911107,16.94759687,23.4035688,29.16266548,24.4291056,22.52512533,19.49209735,14.99897168,46.00832212,24.90145212,39.1751451,19.72766987,2.916297371,2.32292199,2.698735713,1.345240174,6.395183944,6.706319959,6.125572105,4.619268709,8.366683246,8.378401463,13.77580231,35.87484391,51.43737309,44.06273741,38.01672201,56.33119658,60.58978183,61.92141976
OG0004796,30.92859826,19.47078333,21.34439968,32.92174604,63.27866943,79.7605891,87.83670873,55.23386338,29.98923927,20.68366672,38.70918283,45.61043529,46.79970858,34.82139355,57.19834654,25.6211964,50.56676765,20.61059159,67.40568984,70.8373703,39.67648817,79.34840204,56.84587047,39.97990536,23.36158263,22.97164468,15.97283941,55.88474737,53.74675584,48.35621193,37.81471717,50.95328643,32.13053764,62.50744461,38.6212707,42.22675765,37.88210668,53.40976169,82.03223634,77.25966928,89.703477
OG0004797,10.94444229,14.89468636,15.76934829,18.80925015,21.33344311,21.59985064,30.2487904,29.12150627,16.31051803,17.92833918,2.722510986,1.036850912,2.048850004,1.396854744,2.573616302,1.924627344,0.919556716,0.726602781,0.825671004,1.61878906,1.972324587,2.07604783,1.667781211,43.76203359,19.95917662,20.61594553,31.29811935,63.78886062,62.98655581,59.59643338,50.62415282,33.87531634,24.99856853,27.61046537,13.25986824,15.0831209,11.72589412,10.60528711,24.37183983,28.86383924,26.7064755
OG0004798,13.74733997,17.18595269,12.84004242,19.74363549,24.14118549,28.95531937,42.46236569,41.6581991,23.33527152,14.69509636,21.6088588,19.81742082,19.38270681,18.24315391,29.01045125,17.47006279,17.86929737,12.74643482,15.67844208,35.0287675,24.94866325,31.11993106,19.6059319,6.441332737,4.53152772,6.078383188,3.114899362,7.958640346,7.005278696,5.71705463,6.043240903,10.74917593,5.805292666,6.352552598,13.93238098,13.38768036,11.46993806,15.7349075,18.55257122,18.54909063,17.28281813
OG0004799,7.818525328,7.4289946,7.413374951,17.10494377,27.83097551,34.56060745,55.64309063,54.30914118,45.91343296,37.26881832,17.39916838,13.87386884,11.68354597,12.52698621,14.05870015,10.30050471,11.0148441,7.34163794,12.23009134,14.35970228,24.62471074,23.50326286,11.59507038,4.474113656,3.199987104,3.480730578,1.59334018,4.678553902,3.96372691,3.590081163,3.96919187,7.740183672,5.36498774,6.069124997,9.850917988,9.127924857,8.177412572,11.50952387,13.11510467,11.05601533,12.02305475
OG0004800,13.39549855,11.33545782,13.57456429,26.2920433,35.36306164,18.06562987,19.84212707,17.30701402,15.21288418,17.44895907,66.83892102,54.43744008,46.02544601,74.77652039,38.87493914,39.62743697,41.46052477,59.15890878,50.99375746,41.56528705,44.24568129,43.37521341,49.53723548,2.562849877,1.334359515,1.784973958,1.472690775,6.249681831,6.22698778,5.759284934,4.48520079,8.183608231,6.736090113,12.39272763,35.22211192,30.11076999,39.79715892,26.76074124,44.69880755,32.05691212,36.59764953
OG0004801,50.46368319,109.4747268,84.26446952,224.3224996,306.9249933,132.1121473,173.4640607,113.1520081,84.50832898,165.716909,271.8106957,323.3989244,409.4997612,267.101894,511.436047,274.6757027,258.758542,231.7681395,166.2698798,261.807802,332.7533782,248.0019256,173.2520317,383.6076393,257.6149938,264.2219195,238.6790698,493.3444281,548.255781,407.6828467,319.4918899,204.8796192,165.371288,214.4456059,221.397771,224.8449301,181.467395,222.9464163,261.2644849,285.5404962,250.6899989
OG0004802,63.27518985,43.61352165,28.0829685,48.29642678,81.2435914,88.68267529,116.6811181,104.960624,149.8598807,90.60396496,33.96960801,44.14289376,33.26708389,22.18196718,61.97579618,44.18769298,38.69537212,28.04733492,27.30208803,46.1798433,75.90250652,85.51371947,40.28098013,19.95151494,8.187060931,6.175709583,4.227283876,55.26929137,55.24949975,47.54530355,42.17269448,51.10986476,38.61780781,18.96200114,62.28776982,46.46897112,42.68555145,40.88371731,57.04930551,48.14453275,57.11598721
OG0004803,18.02637741,16.57466381,10.57774266,15.14810184,24.2676909,40.10082256,35.11947711,41.09714545,51.02076449,36.38047482,45.58468391,33.33257324,29.71530657,58.03936537,64.5575161,97.32080674,60.06932963,109.0859963,57.64600503,38.53628755,88.02317732,65.93359206,86.10382913,23.20146539,10.69767116,10.76228584,12.81149298,58.92602656,39.24463368,36.3111757,26.97429401,58.53239947,89.87544192,95.3447452,80.75078378,56.47342045,80.67019478,39.94454842,62.4459318,60.92704519,62.48621948
OG0004804,0.272629706,0.228769903,0.13909802,0.137212037,0.277355263,0.229312292,0.382249306,0.389393202,0.580531292,0.125401432,148.6368052,113.5233245,110.9708382,89.44731111,100.4647133,123.1933547,112.8870044,107.4543624,107.8450405,108.2320022,118.2143837,120.0601616,119.1358557,12.66996471,7.358830119,8.265806464,4.803080272,21.02344168,19.04431393,25.61450127,17.67081886,71.71484682,54.63571278,45.36893028,28.30353101,22.81718523,30.55197573,19.61625336,39.7893888,33.56258478,38.10857345
OG0004805,29.37203561,31.63664052,21.68500794,33.36746738,46.66205039,57.5132598,54.7149428,29.34802289,15.64190882,18.98299594,42.56544825,52.21649929,50.30190771,27.3845681,25.17640386,15.03633455,15.191491,16.22175762,25.98177818,41.70330774,28.71307505,34.67049912,20.46906878,61.45777747,38.27869934,33.26859409,25.62216536,25.25196412,29.64535633,32.41735569,33.83657495,27.11130435,13.74335452,51.02356125,33.65205013,32.16988968,23.02464224,31.96922373,44.31630902,42.95752215,43.26318137
OG0004806,1.267570993,1.467638777,1.400190219,4.649818036,5.398396434,7.597447493,11.10898472,7.543198914,5.73208723,2.655627394,15.70249706,11.24974694,8.323749327,19.24898184,18.19745118,8.831580046,10.18375403,10.28143253,19.28626767,27.82853788,14.16908296,23.9814933,13.09565339,6.560445795,4.568644603,4.963265338,2.526145238,3.870764886,5.831960252,4.64324416,5.749805835,13.96685994,8.692797675,8.415740542,14.42834622,14.59122495,14.444227,21.99391302,20.91041983,18.56315577,23.11691847
OG0004808,54.10740041,23.19042189,17.1627183,14.35549359,15.60757432,19.08521115,23.43197501,21.40949233,11.7492016,12.05561278,27.09113295,34.01270105,27.18211673,13.7056384,26.53042249,11.6622636,12.61029458,7.493082209,9.712115496,18.75488579,22.73997462,22.86098374,13.82237341,12.66688864,16.01504112,22.71497891,5.980245091,9.237523976,9.584204817,7.826873196,8.146331534,11.77472322,9.166681543,13.05034195,20.83725322,21.13715843,19.36973069,20.38471432,37.70183032,36.01875782,32.5988438
OG0004809,2.751082642,2.273933961,1.136870444,1.842090391,11.57374256,2.229218924,2.819292998,4.202924024,3.063418253,2.581372552,5.92901903,3.694700783,0.920575746,0.612346191,0.899954614,0.695651864,0.704567727,0.573712342,0.925631677,1.384213112,1.589836714,2.003310276,2.422434274,2.778242164,1.844705575,1.278566993,0.386078776,1.276675565,0.751748568,1.028955132,1.624963805,4.622744937,7.445259739,9.672501808,27.84910913,30.18168519,25.26763981,24.53068989,64.35678335,52.75374549,62.09297981
OG0004810,24.61108374,14.23105857,9.608796372,17.91065937,25.87080147,30.75738904,45.69737038,50.30400739,33.2409621,21.24855016,50.20192555,41.2806869,34.01637786,27.96066029,51.46571592,31.54452174,33.54516205,23.38613687,31.03120852,46.64753657,54.22523781,59.5547514,33.42555755,4.29739692,3.414335826,3.497851527,2.064495667,4.981626227,4.9914938,3.890020765,2.77328831,5.990901817,4.81190826,4.801962123,15.46518765,9.969248941,12.26680864,11.50207777,15.84322982,12.58090605,12.86490965
OG0004811,188.972971,87.22148031,60.6994293,35.88082592,43.65191255,52.58958837,58.94072308,46.58050984,23.9551242,26.60307048,59.4296555,71.42097654,58.05856529,28.56756931,45.32556759,20.24205775,22.34120628,15.92788175,15.79703927,22.95581777,46.62758783,39.16387994,18.07025249,17.60546776,24.29675417,26.6580115,8.212924111,10.18140535,9.78334012,8.740003375,6.850151998,12.49713324,8.080221466,13.11727109,30.25869858,38.95182199,35.03766088,38.50343502,65.07202151,66.34864788,65.01884445
OG0004812,10.6932445,8.905378693,10.71980285,18.16176232,28.32233973,47.38063327,48.63715557,33.81825293,15.47159748,15.20615027,19.2953425,17.55326404,14.23876579,14.8610535,29.96299989,13.36404567,21.94922152,10.84140138,27.06771185,25.52960276,21.03416571,40.883739,27.04628956,9.131450635,6.527823195,7.866227137,5.301421779,16.31355166,14.79950391,17.534286,12.82839327,20.36492041,18.1136111,21.13922574,18.02749058,17.2272931,17.53908384,19.76777005,29.44221926,26.98440853,27.69616255
OG0004813,0,0,0,0,0,0,0,0,0,0,35.35698427,47.5599572,41.85021389,31.32442017,33.07458509,24.8009617,19.56049561,23.88469048,18.48460506,16.45369675,44.47530065,37.76538822,23.66313957,48.15081228,49.76484869,49.99084063,38.69928643,25.8588764,19.70168991,20.1084344,21.93524957,23.97792334,21.32922259,26.51227874,32.81801051,37.01223459,39.71908655,34.50433473,73.09918699,68.0433326,75.64210271
OG0004814,66.45684096,43.09345231,39.80288935,58.77978963,69.83609108,61.00944421,71.04157524,59.81762331,76.49154216,51.41847146,107.890271,100.2316216,92.79625951,67.46870201,116.2782711,65.99386101,77.84360925,54.42226303,70.10792592,99.64467584,89.17524085,103.6265705,76.11941526,25.67367429,15.83466564,13.78095127,14.08446068,69.92442581,68.93101986,54.20295928,40.10100435,50.63055216,42.09118536,49.70824125,45.58482187,55.37733548,48.89104873,64.6919816,88.50246168,103.5985967,85.59918425
OG0004815,10.13039619,7.798553495,6.112258846,14.42226955,23.7360458,25.99698982,39.68900714,23.74060741,11.41260015,7.400731568,27.02636025,27.06077828,23.71096067,24.4027703,34.00515182,16.95403367,34.77775087,19.05774704,36.17622656,44.41211908,42.08215078,59.3208693,31.49338788,4.596679579,2.565074036,2.472591749,1.539179685,5.890082917,5.934669865,5.994723743,4.370412155,9.279790284,7.791022381,6.478063543,7.178680666,6.201582851,7.447251223,7.318339041,10.16007605,7.830148815,8.2708245
OG0004816,9.667252992,7.338847535,6.514042283,17.55966662,45.49376273,41.37776178,48.94277422,31.24979629,21.16957812,17.17292224,54.81109804,59.92406146,48.66027208,32.04231022,112.1673619,62.97161359,55.83251883,53.64105298,60.30411108,104.1525301,92.69156975,107.3779973,48.01598997,8.664101827,3.633478519,2.961408071,3.13882029,33.45158242,22.47333534,14.56983539,26.41775355,31.81361428,28.96703351,17.30297206,30.19492588,29.68202165,28.50937977,35.38208175,31.77659914,24.89388863,21.03127584
OG0004817,54.38837434,57.97574874,41.52324343,29.29847733,38.98834904,39.18326762,43.23314023,53.57840496,55.79175492,33.76706298,31.50012551,47.82785021,43.27516537,24.06021955,18.13595015,12.1575125,9.550240636,8.358436794,9.119809068,21.57250205,35.68715783,34.01730578,18.59006539,31.35922916,41.77452127,47.95872423,14.69733254,15.06962085,19.62562264,18.78514842,18.6078927,34.13802311,33.47560901,30.32938125,21.16226788,17.48705924,15.16785628,23.97321206,23.31313734,28.20716902,22.13063971
OG0004818,69.66127123,50.62750466,38.828697,31.53007059,40.19487171,47.40804828,47.27868983,40.52820653,23.41324687,33.91692959,34.29291972,23.17730338,22.9004501,28.26867632,22.56918081,21.50061251,19.3195219,16.58153902,17.44200207,28.72330193,41.02950818,46.06360864,22.43231484,12.99900203,12.29853038,12.93458649,6.482871715,11.95916468,12.62139203,12.58348668,10.0550753,15.93649227,14.88921171,18.60428111,14.36146586,11.57327694,15.6886229,12.39009385,19.7913662,12.65595096,16.25163291
OG0004819,0,0,0,0,0,0,0,0,0,0,822.5506159,783.2276088,790.7340777,807.0788839,1206.865154,1335.531604,1414.079107,1431.042239,1217.977362,1024.610736,2898.712228,2248.757025,2013.517534,512.834941,459.2995447,490.2720059,307.6475728,785.0346052,865.2995424,1058.190482,1135.564033,1409.938507,1707.294114,1117.359805,1143.151972,1112.388147,1357.254167,969.1467214,1412.117018,1225.982227,1147.208885
OG0004820,1.232872645,0.239653722,0.037209488,0.251436828,0.263012484,0.43581857,0.578987102,0.738402712,0.265707865,0.309569696,17.9284519,16.57712721,13.83820648,36.1390696,70.89013457,166.7385011,139.5062365,98.00557167,98.84396054,31.58512053,83.08903446,42.05625516,41.8905822,7.531847618,6.505577987,9.297680764,21.85869633,17.12581179,18.26469632,103.3171604,37.25135156,23.84600114,31.82258438,26.19720427,46.38499048,36.41444589,33.70221512,32.32768454,11.6653685,10.62818759,9.082610717
OG0004821,11.85659699,8.145741377,52.7563073,107.5810679,3.575973224,18.68876647,13.94877151,16.04404117,6.016754755,12.52924579,9.614362299,15.42804545,2.802686629,4.888915583,39.84253274,19.65786016,47.84806842,80.49389066,70.65872437,25.54557475,160.9907678,55.2255789,247.4044653,45.96984424,16.92810865,13.74833196,21.88955672,2.779623231,4.585245342,14.58620847,11.00055036,49.58226949,125.7562548,139.2518264,17.143304,25.40826126,19.3581247,24.43682317,44.60668408,38.09849841,48.98717749
OG0004822,0.637162861,0.303700064,0.024813533,0.325790716,0.304510632,0.45244552,1.302799458,1.870964281,0.947836855,0.975459945,1.477586224,1.434624777,1.387595871,6.338208455,12.07682591,1.203778053,21.30742299,0.917782524,38.62423754,8.554962909,3.614249912,23.73021122,23.0223862,0.358162491,0.687637314,0.416530454,0.153292091,0.960691471,0.977975077,0.790267325,1.430521006,1.641238484,1.361031264,0.959224643,6.111085601,5.2431063,4.361739031,7.652164173,7.797063489,7.285781214,8.61607971
OG0004823,26.41600639,18.36804074,10.41545671,19.96866063,74.21201593,32.75114119,33.7569701,47.26075698,84.67975538,40.13613875,312.2895208,199.9820243,193.9957516,249.3342151,246.4689121,479.5980089,316.4387697,314.517073,122.7847015,271.7703229,778.8349149,587.5800788,315.4033701,18.09618488,16.69392721,18.54406235,10.04565725,128.3269076,83.40719963,71.18996178,49.45749412,86.63609228,61.56110094,53.9770253,57.68308559,57.36564531,74.60324926,51.56356657,43.82492965,33.01689824,38.37903876
OG0004824,7.592164276,3.659357345,2.735449315,8.96195514,15.8997869,21.63437198,35.93142417,27.72161372,12.66964584,9.540859149,25.07971246,15.6676811,6.390425346,10.90306783,21.45328972,13.48413238,26.67722537,21.01713487,21.60297328,11.34609314,30.67353292,24.37298264,16.69658731,7.469781178,5.043074691,7.451126097,2.373747502,14.22844955,15.52364534,20.22088779,14.77044251,49.93986432,38.20587452,21.70342502,1.047411297,0.430556352,0.909129527,0.929147156,0.199410494,0.127608618,0.167219426
OG0004825,4339.873391,3703.99057,3243.927882,2432.893161,2916.068456,2507.338234,2967.47653,2105.95802,1620.12856,1997.562606,2434.641173,1756.683122,1140.085845,1227.808168,1814.954273,753.1387697,1288.738279,454.395568,1019.296619,1065.49741,1083.123421,1663.806626,896.4953829,2311.596536,2095.388969,2209.021403,1789.426481,2335.880735,2424.2013,2031.840268,1798.337189,2015.054641,1470.226904,1759.380113,1622.984399,2304.880723,2102.575887,1822.950723,2788.080214,2606.106263,3166.685869
OG0004826,27.77419511,9.180625922,2.703684944,4.342540514,9.324816489,19.49924768,41.35708511,58.53464528,34.51395749,20.13475134,5.063832078,4.078425133,1.278656958,1.014282264,6.373845901,4.340990234,5.18694258,1.806875138,3.712950065,6.274550621,5.013392778,10.27684217,7.999907639,2.979652409,1.270849374,0.697055597,0.316468742,0.770234467,0.557908528,0.583881993,0.743548085,4.451863236,4.831642498,3.535343841,4.961476314,10.19394483,5.257702531,3.617517758,4.25719462,4.999401892,7.656527356
OG0004827,9.631471882,5.486666793,5.868002568,11.93557835,27.29250782,28.85873067,33.33193472,29.02371976,19.02400497,10.41407053,96.213257,68.46598611,57.98045465,96.79907407,119.5231657,69.79415307,79.96456212,85.65504702,89.40785598,195.0804024,130.1610097,119.0432683,135.8508125,18.28313295,12.51665196,17.34515102,7.629672458,96.50144404,97.50641935,66.9830951,37.82655392,78.91531026,120.9911402,77.02292367,59.38293081,54.27101762,73.96357735,48.53193027,73.67755476,65.20647957,58.60783026
OG0004828,80.90278952,73.58675462,58.23895036,42.84654737,71.6179228,96.63421049,106.8111705,89.30021352,57.05750291,33.46430135,137.8317546,179.6298359,170.4679613,86.05034844,158.8034509,88.46949379,84.21113224,60.91940828,76.93320505,129.8750426,142.9802172,151.3731191,76.98560138,110.2829403,95.20371662,117.9924704,72.62549368,84.51801221,83.64130778,81.0742089,59.53206632,82.67765481,72.38981121,89.80038983,37.73832578,31.37671925,28.00769934,28.38785499,40.09205753,38.10466623,29.00235954
OG0004829,21.85479204,18.86465952,11.09603051,19.52454822,27.1183307,27.47938782,57.84897027,75.84628527,30.31879665,16.93791096,63.78601425,52.36170566,35.63756673,36.06363736,53.96686983,38.46874185,39.69600896,36.68369955,32.48453347,50.81525179,89.3557867,93.35167043,43.23185094,5.469772168,3.049957834,2.715440915,0.892517581,12.22257115,11.22878203,12.02054361,10.55416016,32.26462641,22.08516194,16.73565259,17.92549526,14.60593902,15.85801697,13.66298373,15.12968431,13.00080736,15.2585944
OG0004830,41.1794664,32.03973239,29.06165804,26.45181864,40.33466786,43.30569312,53.13636416,56.33101769,30.14918467,13.9735016,28.63368296,30.8494772,24.23330342,11.71266086,24.51296886,14.09024009,9.741355107,5.521718113,7.072678403,11.45779875,22.57600285,18.90161505,10.12943835,26.76710442,31.26937613,39.33127677,15.16381971,27.26639533,28.91250073,25.24621758,15.50674462,25.48431964,18.75801691,31.00817155,29.35809997,33.01983225,38.57459729,32.0649208,65.10842104,65.60382063,55.08096102
OG0004831,1379.831495,1144.110657,1000.086162,907.4030875,1173.842155,1182.623836,1123.271349,969.4230462,685.7002775,610.7838697,4981.966264,4375.229701,3567.375143,2485.902901,2926.433055,2190.364919,1992.447053,1186.761363,1463.117586,1202.218849,2611.22294,1975.809564,1209.92383,3380.911063,3689.645557,3723.238569,3111.548526,3511.975393,3477.126564,3287.726188,2940.050994,2489.632542,2049.26347,1995.118425,1291.36341,1648.108963,1483.902026,1289.870922,1710.342755,1846.437255,1785.204746
